initial_cash,final_equity,net_return_pct,trade_count,win_rate_pct,profit_factor,max_drawdown_pct,average_win,average_loss,expectancy_per_trade,total_fees,min_notional_skips,candidate,fingerprint,train_selected,oos_start,oos_end,win_rate_ci_low_pct,win_rate_ci_high_pct,positive_windows_ratio,window_count,status
20.0,19.910295709779085,-0.4485214511045776,41,36.58536585365854,0.9828083439240608,10.761189311138212,0.341879512268321,-0.2006883451632973,-0.0021879095175833,0.6022414578709501,0,baseline,c3b1253ee3fd1c6405323adb6972811de244c1da2bda57df757570e48da1b3c4,False,2025-04-10T12:00:00+00:00,2026-07-10T12:00:00+00:00,23.58983101968945,51.87929891208799,0.4,5,RESEARCH_FAIL
20.0,21.33137313181717,6.656865659085831,23,56.52173913043478,1.8169191411535857,2.3141836683441803,0.2277786234943738,-0.1629748973609692,0.0578857883398768,0.31210714553285,30,adaptive,d53c1532562ed17c98ead9940a4a86e456edc6fb5d196efeff05fa42a7b7f820,False,2025-04-10T12:00:00+00:00,2026-07-10T12:00:00+00:00,36.81137508501647,74.36536467432579,0.8,5,RESEARCH_FAIL
20.0,20.354431527443303,1.7721576372165204,5,60.0,1.9283904499531093,1.3629602433315284,0.2454004751695006,-0.1908849490325995,0.0708863054886605,0.0652366396567,10,adaptive_selective,91c29c0bacc35602420eb83f0c74694523910bb81fab935793d949464ce20bc8,False,2025-04-10T12:00:00+00:00,2026-07-10T12:00:00+00:00,23.07242812760128,88.2379225767352,0.4,5,RESEARCH_FAIL
