cost_multiplier,initial_cash,final_equity,net_return_pct,trade_count,win_rate_pct,profit_factor,max_drawdown_pct,average_win,average_loss,expectancy_per_trade,total_fees,min_notional_skips
1.5,10000.0,9072.816828759078,-9.271831712409217,58,39.6551724137931,0.6888133890346193,10.18949673894838,89.23153865737318,-85.12881601030033,-15.985916745533249,469.9773285587663,0
2.0,10000.0,9081.565434502581,-9.18434565497419,56,41.07142857142857,0.6723919765534336,10.055898072813864,81.95743861334452,-84.9532016243741,-16.400617241025397,570.7996060884373,0
