cost_multiplier,initial_cash,final_equity,net_return_pct,trade_count,win_rate_pct,profit_factor,max_drawdown_pct,average_win,average_loss,expectancy_per_trade,total_fees,min_notional_skips
1.5,1000.0,957.6183905137618,-4.238160948623815,32,34.375,0.6993893910308008,6.577853061991315,8.96395148138515,-6.713575037213065,-1.3244252964449286,30.972027262162086,0
2.0,1000.0,945.2587494834711,-5.474125051652889,32,34.375,0.6218309905536478,7.373218673632934,8.182922830449838,-6.893019126260828,-1.710664078641536,38.970787867729996,0
