initial_cash,final_equity,net_return_pct,trade_count,win_rate_pct,profit_factor,max_drawdown_pct,average_win,average_loss,expectancy_per_trade,total_fees,min_notional_skips
20.0,22.02073378054898,10.1036689027449,27,48.148148148148145,1.7081120549537723,6.052446851813174,0.37495583733602406,-0.20383515034423833,0.07484199187218427,0.44604229800104994,0
