symbol,entry_time,exit_time,entry_price,exit_price,quantity,gross_pnl,fees,net_pnl,return_pct,entry_reason,exit_reason
XRPUSDT,2025-03-15 08:00:00+00:00,2025-03-16 11:59:59.999000+00:00,2.3940964499999997,2.3330329,2.9,-0.17708429499999892,0.013708675115,-0.1907929701149989,-2.748037964385254,quality_cross:trend+volume+volatility,stop_loss
XRPUSDT,2025-06-17 04:00:00+00:00,2025-06-17 11:59:59.999000+00:00,2.2503246,2.1929030000000003,3.1,-0.17800695999999885,0.013774005560000002,-0.19178096555999885,-2.7491512824416366,quality_cross:trend+volume+volatility,stop_loss
BNBUSDT,2025-08-08 04:00:00+00:00,2025-08-11 03:59:59.999000+00:00,786.87324,825.7968950000001,0.008,0.31138924000000046,0.01290136108,0.29848787892000045,4.741676672725591,quality_cross:trend+volume+volatility,take_profit
LINKUSDT,2025-09-18 16:00:00+00:00,2025-09-19 11:59:59.999000+00:00,24.482234999999996,23.858065000000003,0.29,-0.18100929999999776,0.014018686999999998,-0.19502798699999777,-2.7469318058583805,quality_cross:trend+volume+volatility,stop_loss
AVAXUSDT,2026-02-26 08:00:00+00:00,2026-02-26 19:59:59.999000+00:00,9.32466,9.085455,0.75,-0.17940375000000008,0.01380758625,-0.19321133625000006,-2.7627293113100113,quality_cross:trend+volume+volatility,stop_loss
AVAXUSDT,2026-03-01 04:00:00+00:00,2026-03-01 15:59:59.999000+00:00,9.264629999999999,9.025485,0.74,-0.17696729999999913,0.013534685099999999,-0.19050198509999913,-2.778687492107066,quality_cross:trend+volume+volatility,stop_loss
ETHUSDT,2026-03-01 16:00:00+00:00,2026-03-01 23:59:59.999000+00:00,1994.37669,1943.537745,0.0034,-0.17285241299999987,0.013388909079,-0.18624132207899988,-2.7465653659941225,quality_cross:trend+volume+volatility,stop_loss
AVAXUSDT,2026-03-10 04:00:00+00:00,2026-03-10 15:59:59.999000+00:00,9.334665,9.795100000000001,0.72,0.3315132000000015,0.0137734308,0.3177397692000015,4.727595848378085,quality_cross:trend+volume+volatility,take_profit
BTCUSDT,2026-05-14 16:00:00+00:00,2026-05-15 15:59:59.999000+00:00,81341.87061,79268.66584000002,8e-05,-0.16585638159999858,0.012848842916,-0.17870522451599857,-2.746205969567857,quality_cross:trend+volume+volatility,stop_loss
BNBUSDT,2026-05-22 16:00:00+00:00,2026-05-23 00:00:00+00:00,658.839255,650.1247750000001,0.01,-0.08714479999999868,0.0130896403,-0.10023444029999867,-1.5213792975951117,quality_cross:trend+volume+volatility,strategy_exit_next_open
