cost_multiplier,initial_cash,final_equity,net_return_pct,trade_count,win_rate_pct,profit_factor,max_drawdown_pct,average_win,average_loss,expectancy_per_trade,total_fees,min_notional_skips
1.5,20.0,19.162486821032292,-4.18756589483854,10,20.0,0.4095086991135976,4.583067251051904,0.2904098095049993,-0.17729159974721298,-0.08375131789677054,0.1920207253677,0
2.0,20.0,19.140953049702205,-4.295234751488975,10,20.0,0.38880671433424363,4.619067025246745,0.2732386219200009,-0.17569052426722445,-0.08590469502977936,0.2438323623978,0
