initial_cash,final_equity,net_return_pct,trade_count,win_rate_pct,profit_factor,max_drawdown_pct,average_win,average_loss,expectancy_per_trade,total_fees,min_notional_skips,candidate,fingerprint,train_selected,oos_start,oos_end,win_rate_ci_low_pct,win_rate_ci_high_pct,positive_windows_ratio,window_count,evaluated_capitals,target_win_rate_pct,status
1000.0,918.8190439512524,-8.118095604874764,14,14.285714285714285,0.29485570402851785,10.690340842143648,16.97288632001478,-9.5938940573981,-5.798639717767687,9.741917793848001,0,baseline,624a42c3a29ac5b7ad862870f46abf31f7bd4c8031676c5e7f407752ec73076b,False,2025-01-10T12:00:00+00:00,2026-07-10T12:00:00+00:00,4.009392127146497,39.941379496970356,0.0,6,"[20.0, 1000.0, 10000.0]",55.0,RESEARCH_FAIL
1000.0,959.8449337807335,-4.0155066219266455,10,20.0,0.44860401293308527,4.5712019890554565,16.33465265260505,-9.103046440559574,-4.015506621926649,6.943293102867001,0,quality_cross,8978072bf4cdf73b700e080ce66de20228683519df3ebba31c98a216b64f8a6e,False,2025-01-10T12:00:00+00:00,2026-07-10T12:00:00+00:00,5.668215145437519,50.983752846335825,0.16666666666666666,6,"[20.0, 1000.0, 10000.0]",55.0,RESEARCH_FAIL
1000.0,975.1753853620271,-2.482461463797292,3,0.0,0.0,2.4824614637972897,0.0,-8.274871545990953,-8.274871545990953,2.092982706173,0,quality_cross_selective,6c0a3f452cf81ac516b8fb72bbe847266e064ccbcf17c13fd1fb2356e56a4805,False,2025-01-10T12:00:00+00:00,2026-07-10T12:00:00+00:00,5.551115123125783e-15,56.14970317550454,0.0,6,"[20.0, 1000.0, 10000.0]",55.0,RESEARCH_FAIL
