cost_multiplier,initial_cash,final_equity,net_return_pct,trade_count,win_rate_pct,profit_factor,max_drawdown_pct,average_win,average_loss,expectancy_per_trade,total_fees,min_notional_skips
1.5,10000.0,9042.381889986369,-9.576181100136305,44,38.63636363636363,0.5975709604404666,10.49076780167192,83.64569643242757,-88.13314627277417,-21.76404795485531,332.68298451512754,0
2.0,10000.0,9097.689176191478,-9.02310823808522,42,40.476190476190474,0.5918625905151815,10.07148964974676,76.97004362608209,-88.43206261807704,-21.48359104306025,395.82750691894404,0
