cost_multiplier,initial_cash,final_equity,net_return_pct,trade_count,win_rate_pct,profit_factor,max_drawdown_pct,average_win,average_loss,expectancy_per_trade,total_fees,min_notional_skips
1.5,10000.0,9201.8924872206,-7.981075127793991,15,20.0,0.2600129675214549,10.134038996516091,93.47835105698562,-89.87854716252976,-53.207167518626676,119.0881752229482,0
2.0,10000.0,9186.00399672755,-8.139960032724503,15,20.0,0.2418250249700174,10.176762615464018,86.54317288216585,-89.46879349324566,-54.266400218163376,151.48350829585522,0
